abs_path	label	detail
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/L148-tok.xml-result.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/L149-tok.xml-result.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/L150-tok.xml-result.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/L151-tok.xml-result.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/L152-tok.xml-result.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/L153-tok.xml-result.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/L154-tok.xml-result.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/L155-tok.xml-result.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/L156-tok.xml-result.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/L157-tok-result.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/L157-tok.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/L158-tok-result.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/L158-tok.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/L159-tok-result.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/L159-tok.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/L160-tok-result.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/L160-tok.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/L161-tok-result.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/L161-tok.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/L163-tok-result.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/L163-tok.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/Las_aves-mix.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/NeededMixtecVocab2-20170807-TS-result.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/NeededMixtecVocab2-20170807-TS.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/NeededMixtecVocabulary20170806-TS-result.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/NeededMixtecVocabulary20170806-TS.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/result-corpus2TeiDict-Las_aves-mix.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/speech-20170528-JS-TTS-result.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/speech-20170528-JS-TTS.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/test-linkGrp-result.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/test-linkGrp.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/vocab-20180914-Tisu-result.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/stylesheets-scripts/xslt/test/EntriesTest/vocab-20180914-Tisu.xml	UNCLASSIFIABLE	no <u> elements found
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/test/Leccion_04.xml	sentence	9 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/190710_0244-tenate-adobo_TS.xml	mixed	4 <u> elements, mixed structure: ['sentence', 'single-word']
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/190710_0260.xml	single-word	4 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADJ_beautiful_anim_01_JS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADJ_beautiful_inan_01_JS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADJ_big_01_02_03_JS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADJ_dangerous_01_JS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADJ_dangerous_02_JS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADJ_difficult_01_02_spkrTS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADJ_fat_01_02_spkrTS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADJ_heavy_01_02_03_JS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADJ_long_DIST_01_02_03_JS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADJ_long_SHAPE_01_02_03_TS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADJ_new_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADJ_new_01_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADJ_new_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADJ_new_02_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADJ_not-difficult_01_02_03_spkrTS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADJ_sacred_01_02_03_04_JS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADJ_short_01_02_03_JS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADJ_skinny_01_02_03_spkrJS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADJ_small_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADJ_smelly_01_02_03_spkrTS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADJ_tall_1st_pl_01_JS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADJ_tall_1st_sg_01_JS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADJ_tall_2nd_sg_form_01_JS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADJ_tall_2nd_sg_inf_01_JS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADJ_thick_OBJ_01_02_03_JS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADJ_thin-narrow_OBJ_01_02_03_JS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADJ_wide_01_02_03_JS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADPOS-CONFG_above-over-north_01_02_03_spkrTS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADPOS-CONFG_below-under-south_01_02_spkrTS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADV_NEG_not_01_02_spkrJS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADV_TEMP_early_01_02_03_spkrTS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADV_again_01_JS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADV_again_02_JS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADV_no_01_02_spkrTS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADV_no_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADV_no_01_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADV_no_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADV_no_02_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADV_not_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADV_only_01_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADV_the_other_day_01_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADV_yes_01_02_spkrTS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADV_yes_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADV_yes_01_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADV_yes_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADV_yes_02_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADV_yes_v2_01_02_spkrTS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/ADV_yesterday_01_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/BPT_arm_01_02_03_spkrTS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/BPT_belly_button_01_02_03_spkrTS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/BPT_body_01_02_03_spkrTS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/BPT_face_01_TS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/CLR_blue_01_02_TS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/CLR_dark_grey_01_02_TS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/CLR_green_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/CLR_white_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/CLR_white_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/CLR_yellow_01_02_TS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/CMND_come_DEIXS_LOC_1st_sg_01_02_03_spkrTS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/CMND_come_down_01_02_03_TS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/CONFIG-body_parts-back_butt_01_02_03_TS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/CONFIG-body_parts-ears_head_01_02_TS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/CONFIG-body_parts-ears_head_3form-all_01_02_TS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/CONFIG-body_parts-face_head_01_02_TS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/CONFIG-body_parts-face_head_3s-inf_01_02_TS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/CONFIG-body_parts-head_chest_01_02_TS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/CONFIG-body_parts-head_foot_01_02_TS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/CONFIG-body_parts-nose_eyes_face_3form-all_01_02_TS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/CORP_bone_01_02_03_spkrTS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/CORP_butt_01_02_03_spkrTS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/CORP_ears_01_02_03_spkrTS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/CORP_eyes_01_02_03_spkrTS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/CORP_face_01_02_03_spkrTS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/CORP_head_01_02_03_spkrTS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/CORP_leg-1s_01_02_03_TS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/CORP_leg-3s-inf_01_02_03_TS.xml	single-word	4 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/CORP_mouth_01_02_spkrTS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/CORP_ribs_01_02_03_spkrTS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/CORP_ribs_1st_sg_01_02_03_spkrTS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/CORP_skin_03_05_06_spkrJS.xml	single-word	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/DEM-LOC-PROX_here_01_02_spkrJS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/DEM-LOC_DIST_01_02_spkrJS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/DEM_DIST_there_01_02_spkrJS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/DEM_PROX_this_01_02_spkrJS.xml	single-word	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/DGTS_1-10_01_spkrTS.xml	single-word	10 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/DGTS_191919191919_01_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/DGTS_415-251-1554_01_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/GRT_RESP-hello-how_are_you_inf_01_02_03_TS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/GRT_hello-how_are_you-form_01_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/GRT_hello-how_are_you_inf_02_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N-LOC_Yucunany_01_TS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N-V_pain-hurt-JS-TTS.xml	whole-utterance	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/NP-ADJ_short_man_01_02_JS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/NP-ADJ_tall_woman_01_02_03_JS.xml	sentence	2 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/NP_LOC_river-lake_bed_01_02_03_spkrTS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/NP_a_fat_baby_01_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/NP_a_fat_baby_02_spkrTS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/NP_new_bird_01_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/NP_new_bird_02_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/NP_opening_of_two_mountains_01_02_03_spkrTS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/NUM_five_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/NUM_five_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/NUM_nine_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/NUM_nine_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/NUM_nine_04_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/NUM_nine_05_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/NUM_one_01_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/NUM_one_01_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/NUM_one_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/NUM_one_05_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/NUM_one_06_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/NUM_three_01_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/NUM_twenty_twentyone_01_spkrTS.xml	mixed	2 <u> elements, mixed structure: ['sentence', 'single-word']
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/NUM_two_01_spkrTS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/NUM_two_02_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/NUM_two_03_spkrJS.xml	single-word	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/NUM_two_04_spkrJS.xml	sentence	1 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_ADJ_green_fish_01_02_03_JS.xml	sentence	3 <u> elements, consistent structure
/Users/jackbowers/Archived - Box Sync/Language_Data/Mixtepec_Mixtec/transcriptions-xml/N_ADJ_red_flower_01_02_03_JS.xml	sentence	3 <u> elements, consistent structure
