xml_file,wav_file,token_n,start,end,orth,ipa_gold,ipa_notone,ipa_full_normalized,changed,source_corpus
CORP_mouth_01_02_spkrTS.xml,CORP_mouth_01_02_spkrTS.wav,2,0.61,1.23,yu'u,ju˧ʔu↗,juʔu,juʔu,yes,single-word
CORP_ribs_01_02_03_spkrTS.xml,CORP_ribs_01_02_03_spkrTS.wav,1,0,0.86,nchika,nʤi˩ka˥,nʤika,nd͡ʒika,yes,single-word
CORP_ribs_01_02_03_spkrTS.xml,CORP_ribs_01_02_03_spkrTS.wav,2,0.86,1.62,nchika,nʤi˩ka↗,nʤika,nd͡ʒika,yes,single-word
CORP_ribs_01_02_03_spkrTS.xml,CORP_ribs_01_02_03_spkrTS.wav,3,1.62,2.48,nchika,nʤi˩ka↗,nʤika,nd͡ʒika,yes,single-word
CORP_ribs_1st_sg_01_02_03_spkrTS.xml,CORP_ribs_1st_sg_01_02_03_spkrTS.wav,1,0,0.74,nchika̠,nʤi∙ka↘,nʤika,nd͡ʒika,yes,single-word
CORP_ribs_1st_sg_01_02_03_spkrTS.xml,CORP_ribs_1st_sg_01_02_03_spkrTS.wav,2,0.74,1.55,nchika̠,nʤi˩ka↘,nʤika,nd͡ʒika,yes,single-word
CORP_ribs_1st_sg_01_02_03_spkrTS.xml,CORP_ribs_1st_sg_01_02_03_spkrTS.wav,3,1.55,2.41,nchika̠,nʤi˩ka↘,nʤika,nd͡ʒika,yes,single-word
CORP_skin_03_05_06_spkrJS.xml,CORP_skin_03_05_06_spkrJS.wav,1,0,0.99,ii,iː↘↗,iː,ii,yes,single-word
CORP_skin_03_05_06_spkrJS.xml,CORP_skin_03_05_06_spkrJS.wav,2,0.99,1.90,ii,iː↘↗,iː,ii,yes,single-word
CORP_skin_03_05_06_spkrJS.xml,CORP_skin_03_05_06_spkrJS.wav,3,1.90,2.68,ii,iː↘↗,iː,ii,yes,single-word
DEM-LOC-PROX_here_01_02_spkrJS.xml,DEM-LOC-PROX_here_01_02_spkrJS.wav,1,0,1.26,ño'o,ɲõ↗ʔõ˩ꜛ,ɲõʔõ,ɲõʔõ,yes,single-word
DEM-LOC-PROX_here_01_02_spkrJS.xml,DEM-LOC-PROX_here_01_02_spkrJS.wav,2,1.26,2.81,ño'o,ɲõ↗ʔõ˩ꜛ,ɲõʔõ,ɲõʔõ,yes,single-word
DEM-LOC_DIST_01_02_spkrJS.xml,DEM-LOC_DIST_01_02_spkrJS.wav,1,0,0.86,ika,i˧ka˥,ika,ika,yes,single-word
DEM-LOC_DIST_01_02_spkrJS.xml,DEM-LOC_DIST_01_02_spkrJS.wav,2,0.86,1.91,ika,i˧ka˥,ika,ika,yes,single-word
DEM_DIST_there_01_02_spkrJS.xml,DEM_DIST_there_01_02_spkrJS.wav,1,0,1.16,ñaka,ɲa↘k̬a↗,ɲak̬a,ɲak̬a,yes,single-word
DEM_DIST_there_01_02_spkrJS.xml,DEM_DIST_there_01_02_spkrJS.wav,2,1.16,2.52,ñaka,ɲa˩k̬a↗,ɲak̬a,ɲak̬a,yes,single-word
DEM_PROX_this_01_02_spkrJS.xml,DEM_PROX_this_01_02_spkrJS.wav,1,0,1.40,yo'o,jo˥ʔo˧,joʔo,joʔo,yes,single-word
DEM_PROX_this_01_02_spkrJS.xml,DEM_PROX_this_01_02_spkrJS.wav,2,1.40,2.79,yo'o,jo˥ʔo˩,joʔo,joʔo,yes,single-word
DGTS_1-10_01_spkrTS.xml,DGTS_1-10_01_spkrTS.wav,1,0.25,0.82,in,ĩː˧,ĩː,ĩː,yes,single-word
DGTS_1-10_01_spkrTS.xml,DGTS_1-10_01_spkrTS.wav,2,0.82,1.47,uvi,o↘βi˩,oβi,oβi,yes,single-word
DGTS_1-10_01_spkrTS.xml,DGTS_1-10_01_spkrTS.wav,3,1.47,2.21,uni,u˩ni˩,uni,uni,yes,single-word
DGTS_1-10_01_spkrTS.xml,DGTS_1-10_01_spkrTS.wav,4,2.21,2.83,kumi,ku˩mi↗,kumi,kumi,yes,single-word
DGTS_1-10_01_spkrTS.xml,DGTS_1-10_01_spkrTS.wav,5,2.83,3.63,u'un,ũ∙ʔm̩̰↘,ũʔm̩̰,ũʔm̰,yes,single-word
DGTS_1-10_01_spkrTS.xml,DGTS_1-10_01_spkrTS.wav,6,3.63,4.55,iñu,ĩ˧ɲõ˧,ĩɲõ,ĩɲõ,yes,single-word
DGTS_1-10_01_spkrTS.xml,DGTS_1-10_01_spkrTS.wav,7,4.55,5.52,utsa,u˩tsa↘,utsa,ut͡sa,yes,single-word
DGTS_1-10_01_spkrTS.xml,DGTS_1-10_01_spkrTS.wav,8,5.52,6.33,una,ũ↘na˩,ũna,ũna,yes,single-word
DGTS_1-10_01_spkrTS.xml,DGTS_1-10_01_spkrTS.wav,9,6.33,7.00,iin,i:↘,i:,i:,yes,single-word
DGTS_1-10_01_spkrTS.xml,DGTS_1-10_01_spkrTS.wav,10,7.00,7.77,utsi,u↘tsi↘,utsi,ut͡si,yes,single-word
DGTS_191919191919_01_spkrTS.xml,DGTS_191919191919_01_spkrTS.wav,,1.05,1.64,iin,iː↘,iː,ii,yes,sentence-level-word
DGTS_191919191919_01_spkrTS.xml,DGTS_191919191919_01_spkrTS.wav,,5.99,6.76,in,iː˥,iː,ii,yes,sentence-level-word
DGTS_191919191919_01_spkrTS.xml,DGTS_191919191919_01_spkrTS.wav,,5.28,5.99,iin,ĩː↘,ĩː,ĩː,yes,sentence-level-word
DGTS_191919191919_01_spkrTS.xml,DGTS_191919191919_01_spkrTS.wav,,1.64,2.45,in,ĩː˥,ĩː,ĩː,yes,sentence-level-word
DGTS_191919191919_01_spkrTS.xml,DGTS_191919191919_01_spkrTS.wav,,3.86,4.54,iin,ĩː↘,ĩː,ĩː,yes,sentence-level-word
DGTS_191919191919_01_spkrTS.xml,DGTS_191919191919_01_spkrTS.wav,,2.45,3.14,iin,iː↘,iː,ii,yes,sentence-level-word
DGTS_191919191919_01_spkrTS.xml,DGTS_191919191919_01_spkrTS.wav,,4.54,5.28,in,iː˥,iː,ii,yes,sentence-level-word
DGTS_191919191919_01_spkrTS.xml,DGTS_191919191919_01_spkrTS.wav,,0.27,1.05,in,ĩː˥,ĩː,ĩː,yes,sentence-level-word
DGTS_191919191919_01_spkrTS.xml,DGTS_191919191919_01_spkrTS.wav,,3.14,3.86,in,ĩː˥,ĩː,ĩː,yes,sentence-level-word
DGTS_191919191919_01_spkrTS.xml,DGTS_191919191919_01_spkrTS.wav,,6.76,7.84,iin,ĩː↘,ĩː,ĩː,yes,sentence-level-word
DGTS_191919191919_01_spkrTS.xml,DGTS_191919191919_01_spkrTS.wav,,0,7.84,in iin in iin in iin in iin in iin,,,ĩː ii ĩː ii ĩː ĩː ii ĩː ii ĩː,,sentence-level-full
DGTS_415-251-1554_01_spkrTS.xml,DGTS_415-251-1554_01_spkrTS.wav,,1.77,2.17,uvi,u↘βi˩,uβi,uβi,yes,sentence-level-word
DGTS_415-251-1554_01_spkrTS.xml,DGTS_415-251-1554_01_spkrTS.wav,,2.17,2.99,u'un,õ̰∙ʔ˩m̩̰,õ̰ʔm̩̰,õ̰ʔm̰,yes,sentence-level-word
DGTS_415-251-1554_01_spkrTS.xml,DGTS_415-251-1554_01_spkrTS.wav,,3.76,4.08,in,ĩː↘ꜜ,ĩː,ĩː,yes,sentence-level-word
DGTS_415-251-1554_01_spkrTS.xml,DGTS_415-251-1554_01_spkrTS.wav,,0.65,1.0,in,ĩː˥,ĩː,ĩː,yes,sentence-level-word
DGTS_415-251-1554_01_spkrTS.xml,DGTS_415-251-1554_01_spkrTS.wav,,4.48,5.18,u'un,m̩̰∙ʔ˩m̩̰,m̩̰ʔm̩̰,mʔm̰,yes,sentence-level-word
DGTS_415-251-1554_01_spkrTS.xml,DGTS_415-251-1554_01_spkrTS.wav,,0.19,0.65,kumi,ku↘mi↗,kumi,kumi,yes,sentence-level-word
DGTS_415-251-1554_01_spkrTS.xml,DGTS_415-251-1554_01_spkrTS.wav,,1.0,1.77,u'un,m̩̰∙ʔm̩̰˩,m̩̰ʔm̩̰,mʔm̰,yes,sentence-level-word
DGTS_415-251-1554_01_spkrTS.xml,DGTS_415-251-1554_01_spkrTS.wav,,2.99,3.76,in,ĩː↘ꜜ,ĩː,ĩː,yes,sentence-level-word
DGTS_415-251-1554_01_spkrTS.xml,DGTS_415-251-1554_01_spkrTS.wav,,4.08,4.48,u'un,m̩̰∙ʔm̩̰˩,m̩̰ʔm̩̰,mʔm̰,yes,sentence-level-word
DGTS_415-251-1554_01_spkrTS.xml,DGTS_415-251-1554_01_spkrTS.wav,,5.18,5.69,kumi,ku↘mi↗,kumi,kumi,yes,sentence-level-word
DGTS_415-251-1554_01_spkrTS.xml,DGTS_415-251-1554_01_spkrTS.wav,,0,5.69,kumi in u'un uvi u'un in in u'un u'un kumi,,,kumi ĩː mʔm̰ uβi õ̰ʔm̰ ĩː ĩː mʔm̰ mʔm̰ kumi,,sentence-level-full
GRT_RESP-hello-how_are_you_inf_01_02_03_TS.xml,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.wav,,0.45,0.82,va'a,mba̰ː∙,mba̰ː,mba̰a̰,yes,sentence-level-word
GRT_RESP-hello-how_are_you_inf_01_02_03_TS.xml,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.wav,,1.0,1.43,yu,ju↘,ju,ju,yes,sentence-level-word
GRT_RESP-hello-how_are_you_inf_01_02_03_TS.xml,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.wav,,0.82,1.0,yee,jeː˥,jeː,jee,yes,sentence-level-word
GRT_RESP-hello-how_are_you_inf_01_02_03_TS.xml,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.wav,,0,1.43,va'a yee yu,,,mba̰a̰ jee ju,,sentence-level-full
GRT_RESP-hello-how_are_you_inf_01_02_03_TS.xml,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.wav,,1.77,2.03,va'a,ba̰ː˥,ba̰ː,ba̰a̰,yes,sentence-level-word
GRT_RESP-hello-how_are_you_inf_01_02_03_TS.xml,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.wav,,2.03,2.34,yee,jeː↗↘,jeː,jee,yes,sentence-level-word
GRT_RESP-hello-how_are_you_inf_01_02_03_TS.xml,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.wav,,2.34,2.64,yu,ju˩,ju,ju,yes,sentence-level-word
GRT_RESP-hello-how_are_you_inf_01_02_03_TS.xml,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.wav,,1.43,2.64,va'a yee yu,,,ba̰a̰ jee ju,,sentence-level-full
GRT_RESP-hello-how_are_you_inf_01_02_03_TS.xml,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.wav,,3.1,3.31,yee,jeː↗↘,jeː,jee,yes,sentence-level-word
GRT_RESP-hello-how_are_you_inf_01_02_03_TS.xml,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.wav,,2.73,3.1,va'a,mβa̰ː↘,mβa̰ː,mβa̰a̰,yes,sentence-level-word
GRT_RESP-hello-how_are_you_inf_01_02_03_TS.xml,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.wav,,3.31,3.73,yu,ju↘,ju,ju,yes,sentence-level-word
GRT_RESP-hello-how_are_you_inf_01_02_03_TS.xml,GRT_RESP-hello-how_are_you_inf_01_02_03_TS.wav,,2.64,3.73,va'a yee yu,,,mβa̰a̰ jee ju,,sentence-level-full
GRT_hello-how_are_you-form_01_spkrTS.xml,GRT_hello-how_are_you-form_01_spkrTS.wav,,0.27,0.64,taku,t̪a˩ku˩,t̪aku,taku,yes,sentence-level-word
GRT_hello-how_are_you-form_01_spkrTS.xml,GRT_hello-how_are_you-form_01_spkrTS.wav,,0.64,1.03,ni,ni↗,ni,ni,yes,sentence-level-word
GRT_hello-how_are_you-form_01_spkrTS.xml,GRT_hello-how_are_you-form_01_spkrTS.wav,,0,1.03,taku ni,,,taku ni,,sentence-level-full
GRT_hello-how_are_you_inf_02_spkrTS.xml,GRT_hello-how_are_you_inf_02_spkrTS.wav,1,0,0.69,taku,t̪a∙ku↗,t̪aku,taku,yes,single-word
N-LOC_Yucunany_01_TS.xml,N-LOC_Yucunany_01_TS.wav,1,0,0.96,Yucunani,ju˧ku˥na˧ni˩,jukunani,jukunani,yes,single-word
N-V_pain-hurt-JS-TTS.xml,N-V_pain-hurt-JS-TTS.wav,,,,ii,iː↗,iː,ii,yes,whole-utterance
NP-ADJ_short_man_01_02_JS.xml,NP-ADJ_short_man_01_02_JS.wav,,1.28,1.95,cha'a,tʃa˥ʔa˩,tʃaʔa,t͡ʃaʔa,yes,sentence-level-word
NP-ADJ_short_man_01_02_JS.xml,NP-ADJ_short_man_01_02_JS.wav,,0.2,1.28,chaa,tʃaː˩,tʃaː,t͡ʃaa,yes,sentence-level-word
NP-ADJ_short_man_01_02_JS.xml,NP-ADJ_short_man_01_02_JS.wav,,0,1.95,chaa cha'a,,,t͡ʃaa t͡ʃaʔa,,sentence-level-full
NP-ADJ_short_man_01_02_JS.xml,NP-ADJ_short_man_01_02_JS.wav,,2.06,2.92,chaa,tʃaː˩,tʃaː,t͡ʃaa,yes,sentence-level-word
NP-ADJ_short_man_01_02_JS.xml,NP-ADJ_short_man_01_02_JS.wav,,2.92,3.79,cha'a,tʃa̰˥ʔ˩a,tʃa̰ʔa,t͡ʃaʔa,yes,sentence-level-word
NP-ADJ_short_man_01_02_JS.xml,NP-ADJ_short_man_01_02_JS.wav,,1.95,3.79,chaa cha'a,,,t͡ʃaa t͡ʃaʔa,,sentence-level-full
NP-ADJ_tall_woman_01_02_03_JS.xml,NP-ADJ_tall_woman_01_02_03_JS.wav,,0.51,1.47,suku,su˥ku↘,suku,suku,yes,sentence-level-word
NP-ADJ_tall_woman_01_02_03_JS.xml,NP-ADJ_tall_woman_01_02_03_JS.wav,,0.21,0.51,ña'a,ɲã̰ː↗↘,ɲã̰ː,ɲã̰ː,yes,sentence-level-word
NP-ADJ_tall_woman_01_02_03_JS.xml,NP-ADJ_tall_woman_01_02_03_JS.wav,,0,1.47,ña'a suku,,,ɲã̰ː suku,,sentence-level-full
NP-ADJ_tall_woman_01_02_03_JS.xml,NP-ADJ_tall_woman_01_02_03_JS.wav,,1.72,2.18,ña'a,ɲã̰ː↗↘,ɲã̰ː,ɲã̰ː,yes,sentence-level-word
NP-ADJ_tall_woman_01_02_03_JS.xml,NP-ADJ_tall_woman_01_02_03_JS.wav,,2.18,3.05,suku,s˥uk↘u,suku,suku,yes,sentence-level-word
NP-ADJ_tall_woman_01_02_03_JS.xml,NP-ADJ_tall_woman_01_02_03_JS.wav,,1.47,3.05,ña'a suku,,,ɲã̰ː suku,,sentence-level-full
NP_LOC_river-lake_bed_01_02_03_spkrTS.xml,NP_LOC_river-lake_bed_01_02_03_spkrTS.wav,,0.16,0.79,yucha,ju↘tʃa˩,jutʃa,jut͡ʃa,yes,sentence-level-word
NP_LOC_river-lake_bed_01_02_03_spkrTS.xml,NP_LOC_river-lake_bed_01_02_03_spkrTS.wav,,0.004,0.16,yu'u,ju↗↘,ju,ju,yes,sentence-level-word
NP_LOC_river-lake_bed_01_02_03_spkrTS.xml,NP_LOC_river-lake_bed_01_02_03_spkrTS.wav,,0,0.79,yu'u yucha,,,ju jut͡ʃa,,sentence-level-full
NP_LOC_river-lake_bed_01_02_03_spkrTS.xml,NP_LOC_river-lake_bed_01_02_03_spkrTS.wav,,0.94,1.2,yu'u,ju↗↘,ju,ju,yes,sentence-level-word
NP_LOC_river-lake_bed_01_02_03_spkrTS.xml,NP_LOC_river-lake_bed_01_02_03_spkrTS.wav,,1.2,1.95,yucha,ju↘tʃa˩,jutʃa,jut͡ʃa,yes,sentence-level-word
NP_LOC_river-lake_bed_01_02_03_spkrTS.xml,NP_LOC_river-lake_bed_01_02_03_spkrTS.wav,,0.79,1.95,yu'u yucha,,,ju jut͡ʃa,,sentence-level-full
NP_LOC_river-lake_bed_01_02_03_spkrTS.xml,NP_LOC_river-lake_bed_01_02_03_spkrTS.wav,,2.47,2.98,yucha,ju↘tʃa∙,jutʃa,jut͡ʃa,yes,sentence-level-word
NP_LOC_river-lake_bed_01_02_03_spkrTS.xml,NP_LOC_river-lake_bed_01_02_03_spkrTS.wav,,2.23,2.47,yu'u,ju↗↘,ju,ju,yes,sentence-level-word
NP_LOC_river-lake_bed_01_02_03_spkrTS.xml,NP_LOC_river-lake_bed_01_02_03_spkrTS.wav,,1.95,2.98,yu'u yucha,,,ju jut͡ʃa,,sentence-level-full
NP_a_fat_baby_01_spkrTS.xml,NP_a_fat_baby_01_spkrTS.wav,,0.92,1.72,kochi,ko∙ʧi˩,koʧi,kot͡ʃi,yes,sentence-level-word
NP_a_fat_baby_01_spkrTS.xml,NP_a_fat_baby_01_spkrTS.wav,,0.47,0.92,suluu,su˥luː˥,suluː,suluu,yes,sentence-level-word
NP_a_fat_baby_01_spkrTS.xml,NP_a_fat_baby_01_spkrTS.wav,,0.22,0.47,in,ĩː˧,ĩː,ĩː,yes,sentence-level-word
NP_a_fat_baby_01_spkrTS.xml,NP_a_fat_baby_01_spkrTS.wav,,0,1.72,in suluu kochi,,,ĩː suluu kot͡ʃi,,sentence-level-full
NP_a_fat_baby_02_spkrTS.xml,NP_a_fat_baby_02_spkrTS.wav,,0.62,1.11,suluu,su˥luː˥,suluː,suluu,yes,sentence-level-word
NP_a_fat_baby_02_spkrTS.xml,NP_a_fat_baby_02_spkrTS.wav,,0.24,0.62,in,ĩː˧,ĩː,ĩː,yes,sentence-level-word
NP_a_fat_baby_02_spkrTS.xml,NP_a_fat_baby_02_spkrTS.wav,,1.11,1.72,kochi,ko∙ʧi∙,koʧi,kot͡ʃi,yes,sentence-level-word
NP_a_fat_baby_02_spkrTS.xml,NP_a_fat_baby_02_spkrTS.wav,,0,1.72,in suluu kochi,,,ĩː suluu kot͡ʃi,,sentence-level-full
NP_new_bird_01_spkrJS.xml,NP_new_bird_01_spkrJS.wav,,0.95,1.65,tsaa,tsa:↗↘,tsa:,t͡sa:,yes,sentence-level-word
NP_new_bird_01_spkrJS.xml,NP_new_bird_01_spkrJS.wav,,0.22,0.95,saa,sa:↘,sa:,sa:,yes,sentence-level-word
NP_new_bird_01_spkrJS.xml,NP_new_bird_01_spkrJS.wav,,0,1.65,saa tsaa,,,sa: t͡sa:,,sentence-level-full
NP_new_bird_02_spkrJS.xml,NP_new_bird_02_spkrJS.wav,,0.72,1.65,tsaa,tsa:↗↘,tsa:,t͡sa:,yes,sentence-level-word
NP_new_bird_02_spkrJS.xml,NP_new_bird_02_spkrJS.wav,,0.08,0.72,saa,sa:↘,sa:,sa:,yes,sentence-level-word
NP_new_bird_02_spkrJS.xml,NP_new_bird_02_spkrJS.wav,,0,1.65,saa tsaa,,,sa: t͡sa:,,sentence-level-full
NP_opening_of_two_mountains_01_02_03_spkrTS.xml,NP_opening_of_two_mountains_01_02_03_spkrTS.wav,,0.73,1.41,yuku,ju↘ku↗ꜜ,juku,juku,yes,sentence-level-word
NP_opening_of_two_mountains_01_02_03_spkrTS.xml,NP_opening_of_two_mountains_01_02_03_spkrTS.wav,,0.59,0.73,yu'u,ju↘ꜜ,ju,ju,yes,sentence-level-word
NP_opening_of_two_mountains_01_02_03_spkrTS.xml,NP_opening_of_two_mountains_01_02_03_spkrTS.wav,,0.59,1.41,yu'u yuku,,,ju juku,,sentence-level-full
NP_opening_of_two_mountains_01_02_03_spkrTS.xml,NP_opening_of_two_mountains_01_02_03_spkrTS.wav,,1.76,2.01,yu'u,ju↘ꜜ,ju,ju,yes,sentence-level-word
NP_opening_of_two_mountains_01_02_03_spkrTS.xml,NP_opening_of_two_mountains_01_02_03_spkrTS.wav,,2.01,2.68,yuku,ju↘ku↗,juku,juku,yes,sentence-level-word
NP_opening_of_two_mountains_01_02_03_spkrTS.xml,NP_opening_of_two_mountains_01_02_03_spkrTS.wav,,1.41,2.68,yu'u yuku,,,ju juku,,sentence-level-full
NP_opening_of_two_mountains_01_02_03_spkrTS.xml,NP_opening_of_two_mountains_01_02_03_spkrTS.wav,,3.11,3.98,yuku,ju↘ku↗,juku,juku,yes,sentence-level-word
NP_opening_of_two_mountains_01_02_03_spkrTS.xml,NP_opening_of_two_mountains_01_02_03_spkrTS.wav,,2.95,3.11,yu'u,ju˩,ju,ju,yes,sentence-level-word
NP_opening_of_two_mountains_01_02_03_spkrTS.xml,NP_opening_of_two_mountains_01_02_03_spkrTS.wav,,2.68,3.98,yu'u yuku,,,ju juku,,sentence-level-full
NUM_five_01_spkrJS.xml,NUM_five_01_spkrJS.wav,1,0,0.66,u'un,ũ˥ʔũ↘,ũʔũ,ũʔũ,yes,single-word
NUM_five_02_spkrJS.xml,NUM_five_02_spkrJS.wav,1,0,0.72,u'un,ũ∙ʔũ↘,ũʔũ,ũʔũ,yes,single-word
NUM_nine_01_spkrJS.xml,NUM_nine_01_spkrJS.wav,1,0,0.63,iin,iː↘,iː,ii,yes,single-word
NUM_nine_02_spkrJS.xml,NUM_nine_02_spkrJS.wav,1,0,0.63,iin,iː↘,iː,ii,yes,single-word
NUM_nine_04_spkrJS.xml,NUM_nine_04_spkrJS.wav,1,0,0.63,iin,iː↘,iː,ii,yes,single-word
NUM_nine_05_spkrJS.xml,NUM_nine_05_spkrJS.wav,1,0,0.48,iin,↘iː,iː,ii,yes,single-word
NUM_one_01_spkrJS.xml,NUM_one_01_spkrJS.wav,1,0,0.62,in,ĩː˧,ĩː,ĩː,yes,single-word
NUM_one_01_spkrTS.xml,NUM_one_01_spkrTS.wav,1,0,0.66,in,ĩː˧,ĩː,ĩː,yes,single-word
NUM_one_02_spkrJS.xml,NUM_one_02_spkrJS.wav,1,0,0.58,in,ĩː˥,ĩː,ĩː,yes,single-word
NUM_one_05_spkrJS.xml,NUM_one_05_spkrJS.wav,1,0,0.51,in,ĩː˧,ĩː,ĩː,yes,single-word
NUM_one_06_spkrJS.xml,NUM_one_06_spkrJS.wav,1,0,0.51,in,ĩː˧,ĩː,ĩː,yes,single-word
NUM_three_01_spkrTS.xml,NUM_three_01_spkrTS.wav,1,0,0.71,uni,u˩ni˩,uni,uni,yes,single-word
NUM_twenty_twentyone_01_spkrTS.xml,NUM_twenty_twentyone_01_spkrTS.wav,1,0,0.80,oko,o˩ko˩,oko,oko,yes,single-word
NUM_twenty_twentyone_01_spkrTS.xml,NUM_twenty_twentyone_01_spkrTS.wav,,1.31,1.81,in,ĩː˧,ĩː,ĩː,yes,sentence-level-word
NUM_twenty_twentyone_01_spkrTS.xml,NUM_twenty_twentyone_01_spkrTS.wav,,0.88,1.31,oko,o∙ko˩,oko,oko,yes,sentence-level-word
NUM_twenty_twentyone_01_spkrTS.xml,NUM_twenty_twentyone_01_spkrTS.wav,,0.80,1.81,oko in,,,oko ĩː,,sentence-level-full
NUM_two_01_spkrTS.xml,NUM_two_01_spkrTS.wav,1,0,0.67,uvi,o↘βi˩,oβi,oβi,yes,single-word
NUM_two_02_spkrJS.xml,NUM_two_02_spkrJS.wav,1,0,0.77,uvi,u˩vi˩,uvi,uvi,yes,single-word
NUM_two_03_spkrJS.xml,NUM_two_03_spkrJS.wav,1,0,0.72,uvi,u˩vi˩,uvi,uvi,yes,single-word
NUM_two_04_spkrJS.xml,NUM_two_04_spkrJS.wav,,0.08,0.87,uvi,u˩vi˩,uvi,uvi,yes,sentence-level-word
NUM_two_04_spkrJS.xml,NUM_two_04_spkrJS.wav,,0,0.87,uvi,,,uvi,,sentence-level-full
N_ADJ_green_fish_01_02_03_JS.xml,N_ADJ_green_fish_01_02_03_JS.wav,,0.12,0.8,chaka,tʃa˧ka˩,tʃaka,t͡ʃaka,yes,sentence-level-word
N_ADJ_green_fish_01_02_03_JS.xml,N_ADJ_green_fish_01_02_03_JS.wav,,0.8,1.58,kuiyi,kwi˥ji↘↗,kwiji,kwiji,yes,sentence-level-word
N_ADJ_green_fish_01_02_03_JS.xml,N_ADJ_green_fish_01_02_03_JS.wav,,0,1.58,chaka kuiyi,,,t͡ʃaka kwiji,,sentence-level-full
N_ADJ_green_fish_01_02_03_JS.xml,N_ADJ_green_fish_01_02_03_JS.wav,,2.35,3.1,kuiyi,kwi˥ji↘↗,kwiji,kwiji,yes,sentence-level-word
N_ADJ_green_fish_01_02_03_JS.xml,N_ADJ_green_fish_01_02_03_JS.wav,,1.82,2.35,chaka,tʃa˧ka˩,tʃaka,t͡ʃaka,yes,sentence-level-word
N_ADJ_green_fish_01_02_03_JS.xml,N_ADJ_green_fish_01_02_03_JS.wav,,1.58,3.10,chaka kuiyi,,,t͡ʃaka kwiji,,sentence-level-full
N_ADJ_green_fish_01_02_03_JS.xml,N_ADJ_green_fish_01_02_03_JS.wav,,3.29,3.84,chaka,tʃa˧ka˧,tʃaka,t͡ʃaka,yes,sentence-level-word
N_ADJ_green_fish_01_02_03_JS.xml,N_ADJ_green_fish_01_02_03_JS.wav,,3.84,4.57,kuiyi,kw˥iji↘↗,kwiji,kwiji,yes,sentence-level-word
N_ADJ_green_fish_01_02_03_JS.xml,N_ADJ_green_fish_01_02_03_JS.wav,,3.10,4.57,chaka kuiyi,,,t͡ʃaka kwiji,,sentence-level-full
N_ADJ_red_flower_01_02_03_JS.xml,N_ADJ_red_flower_01_02_03_JS.wav,,0.22,0.82,ita,i˥t̪a↘,it̪a,ita,yes,sentence-level-word
N_ADJ_red_flower_01_02_03_JS.xml,N_ADJ_red_flower_01_02_03_JS.wav,,0.82,1.65,kua'a,kwa˥ʔa˩,kwaʔa,kwaʔa,yes,sentence-level-word
N_ADJ_red_flower_01_02_03_JS.xml,N_ADJ_red_flower_01_02_03_JS.wav,,0,1.65,ita kua'a,,,ita kwaʔa,,sentence-level-full
N_ADJ_red_flower_01_02_03_JS.xml,N_ADJ_red_flower_01_02_03_JS.wav,,1.86,2.43,ita,i˥t̪a˩,it̪a,ita,yes,sentence-level-word
N_ADJ_red_flower_01_02_03_JS.xml,N_ADJ_red_flower_01_02_03_JS.wav,,2.43,3.2,kua'a,kwa˥ʔa∙,kwaʔa,kwaʔa,yes,sentence-level-word
N_ADJ_red_flower_01_02_03_JS.xml,N_ADJ_red_flower_01_02_03_JS.wav,,1.65,3.20,ita kua'a,,,ita kwaʔa,,sentence-level-full
N_ADJ_red_flower_01_02_03_JS.xml,N_ADJ_red_flower_01_02_03_JS.wav,,3.52,4.13,ita,i˥t̪a↘,it̪a,ita,yes,sentence-level-word
N_ADJ_red_flower_01_02_03_JS.xml,N_ADJ_red_flower_01_02_03_JS.wav,,4.13,4.86,kua'a,kwa˥ʔa˩,kwaʔa,kwaʔa,yes,sentence-level-word
N_ADJ_red_flower_01_02_03_JS.xml,N_ADJ_red_flower_01_02_03_JS.wav,,3.20,4.86,ita kua'a,,,ita kwaʔa,,sentence-level-full
N_LANG_ESP_fancy-language_01_02_03_TS.xml,N_LANG_ESP_fancy-language_01_02_03_TS.wav,,0.6,1.02,sa'an,sã̰˩ʔã̰˥,sã̰ʔã̰,sã̰ʔã̰,yes,sentence-level-word
N_LANG_ESP_fancy-language_01_02_03_TS.xml,N_LANG_ESP_fancy-language_01_02_03_TS.wav,,1.02,1.8,xchila,ʃtʃi˥la↘,ʃtʃila,ʃt͡ʃila,yes,sentence-level-word
N_LANG_ESP_fancy-language_01_02_03_TS.xml,N_LANG_ESP_fancy-language_01_02_03_TS.wav,,0,1.80,sa'an xchila,,,sã̰ʔã̰ ʃt͡ʃila,,sentence-level-full
N_LANG_ESP_fancy-language_01_02_03_TS.xml,N_LANG_ESP_fancy-language_01_02_03_TS.wav,,2.11,2.48,sa'an,sã̰ː↘↗,sã̰ː,sã̰ː,yes,sentence-level-word
